Date,Campaign_ID,Campaign_Name,Ad_Set_Name,Platform,Objective,Target_Audience,Location,Age_Group,Gender,Device,Ad_Format,Impressions,Reach,Clicks,CTR_Percent,CPC_INR,Spend_INR,Leads,Add_to_Cart,Purchases,Conversion_Rate_Percent,Revenue_INR,ROAS,Bounce_Rate_Percent,Avg_Session_Duration_Sec,Landing_Page,UTM_Campaign
2025-06-15,CMP-3134,Nature Reset Experience,Reactive optimizing complexity,Facebook,Traffic,Millennial Travelers,Goa,18-24,Female,Mobile,Video,158842,127020,2357,1.48,14.18,33422.26,112,30,5,0.21,425000,12.72,67.94,272,/luxury-cabins,nature_reset_experience
2025-04-23,CMP-3482,Nature Reset Experience,Devolved needs-based emulation,Facebook,Conversions,Millennial Travelers,Jaipur,45-54,Male,Mobile,Lead Form,120818,81650,1235,1.02,28.62,35345.7,63,17,6,0.49,570000,16.13,52.0,77,/executive-detox-guide,nature_reset_experience
2025-06-15,CMP-6217,Eco Adventure Cabins,Synergized radical attitude,Instagram,Engagement,Gen-Z Eco Travelers,Hyderabad,25-34,Other,Mobile,Story Ad,97612,83359,3187,3.26,6.13,19536.31,4,1,0,0.0,0,0.0,29.86,352,/book-now,eco_adventure_cabins
2025-08-24,CMP-5483,Eco Adventure Cabins,Face-to-face human-resource framework,Instagram,Lead Generation,Gen-Z Eco Travelers,Kolkata,45-54,Other,Mobile,Lead Form,122068,80691,3261,2.67,7.16,23348.76,2,1,0,0.0,0,0.0,48.38,675,/weekend-reset,eco_adventure_cabins
2025-06-20,CMP-3891,Mindful Weekend Escape,Fully-configurable non-volatile database,Instagram,Lead Generation,Corporate Executives,Udaipur,35-44,Female,Mobile,Lead Form,3066,2325,14,0.46,65.31,914.34,2,0,0,0.0,0,0.0,75.95,465,/mental-reset-retreat,mindful_weekend_escape
2025-04-12,CMP-7962,Nature Reset Experience,Profit-focused asymmetric benchmark,Facebook,Lead Generation,Millennial Travelers,Ahmedabad,35-44,Male,Tablet,Image,165744,104540,4039,2.44,9.87,39864.93,114,16,3,0.07,360000,9.03,81.22,862,/burnout-recovery,nature_reset_experience
2025-02-22,CMP-7659,Executive Burnout Recovery,Operative 5thgeneration productivity,LinkedIn,Website Visits,Corporate Managers,Patna,18-24,Other,Mobile,Image,135324,78078,3053,2.26,109.1,333082.3,824,112,18,0.59,2160000,6.48,57.41,121,/mental-reset-retreat,executive_burnout_recovery
2025-03-02,CMP-1637,Weekend Mental Reset,Automated dedicated instruction set,Instagram,Engagement,Working Professionals,Kolkata,35-44,Other,Tablet,Image,176307,101839,4599,2.61,8.94,41115.06,185,62,31,0.67,2635000,64.09,50.87,372,/mental-reset-retreat,weekend_mental_reset
2025-06-04,CMP-9505,Eco Adventure Cabins,User-centric mobile portal,Instagram,Lead Generation,Gen-Z Eco Travelers,Surat,25-34,Other,Mobile,Lead Form,89344,56166,2466,2.76,8.42,20763.72,2,0,0,0.0,0,0.0,71.22,798,/weekend-reset,eco_adventure_cabins
2025-01-03,CMP-2054,Luxury Digital Detox,Implemented asymmetric instruction set,Facebook,Website Visits,High Income Professionals,Mysuru,18-24,Other,Desktop,Image,119052,104083,2269,1.91,90.82,206070.58,377,102,31,1.37,2232000,10.83,57.37,228,/burnout-recovery,luxury_digital_detox
2025-07-09,CMP-2258,Silent Productivity Camp,Innovative clear-thinking methodology,LinkedIn,Engagement,Tech Employees,Coimbatore,35-44,Female,Desktop,Video,167126,101233,3939,2.36,25.04,98632.56,74,6,2,0.05,144000,1.46,52.28,557,/executive-detox-guide,silent_productivity_camp
2025-07-22,CMP-4048,Weekend Mental Reset,Realigned foreground core,Instagram,Engagement,Working Professionals,Pune,18-24,Female,Tablet,Carousel,101299,76807,2628,2.59,15.15,39814.2,120,36,9,0.34,585000,14.69,65.61,840,/burnout-recovery,weekend_mental_reset
2025-04-23,CMP-6665,Silent Productivity Camp,Optimized well-modulated benchmark,LinkedIn,Conversions,Tech Employees,Mumbai,45-54,Female,Desktop,Lead Form,12209,9738,407,3.33,29.09,11839.63,7,2,0,0.0,0,0.0,53.26,978,/weekend-reset,silent_productivity_camp
2025-07-27,CMP-2820,Weekend Mental Reset,Switchable client-server Local Area Network,Instagram,Website Visits,Working Professionals,Goa,18-24,Other,Mobile,Story Ad,171535,108994,2891,1.69,34.31,99190.21,52,34,18,0.62,1170000,11.8,66.75,727,/book-now,weekend_mental_reset
2025-01-29,CMP-7346,Luxury Nature Escape,Synchronized demand-driven open architecture,Facebook,Lead Generation,Business Owners,Ahmedabad,25-34,Other,Tablet,Video,30324,20505,457,1.51,70.21,32085.97,114,25,14,3.06,1008000,31.42,64.57,807,/executive-detox-guide,luxury_nature_escape
2025-07-05,CMP-1658,Executive Burnout Recovery,Organized national flexibility,LinkedIn,Engagement,Corporate Managers,Surat,45-54,Female,Tablet,Story Ad,13076,10143,169,1.29,80.57,13616.33,11,6,1,0.59,85000,6.24,64.87,850,/luxury-cabins,executive_burnout_recovery
2025-03-01,CMP-6192,Nature Reset Experience,Public-key homogeneous matrices,LinkedIn,Conversions,Millennial Travelers,Nashik,25-34,Female,Mobile,Video,169755,105396,2384,1.4,9.6,22886.4,185,44,8,0.34,960000,41.95,56.26,471,/executive-retreat,nature_reset_experience
2025-06-29,CMP-5113,Luxury Digital Detox,Synergized static methodology,Facebook,Traffic,High Income Professionals,Vizag,35-44,Male,Tablet,Video,76471,48052,173,0.23,51.65,8935.45,15,4,1,0.58,72000,8.06,41.0,894,/mental-reset-retreat,luxury_digital_detox
2025-08-21,CMP-6302,Luxury Nature Escape,Fully-configurable object-oriented Graphical User Interface,Facebook,Lead Generation,Business Owners,Udaipur,18-24,Male,Tablet,Carousel,130665,110801,77,0.06,52.18,4017.86,0,0,0,0.0,0,0.0,37.69,33,/executive-retreat,luxury_nature_escape
2025-07-17,CMP-6555,Focus & Productivity Retreat,Grass-roots intangible frame,LinkedIn,Lead Generation,C-Suite Leaders,Mysuru,35-44,Female,Tablet,Story Ad,4064,2813,77,1.89,65.63,5053.51,5,2,0,0.0,0,0.0,67.79,346,/luxury-cabins,focus_&_productivity_retreat
2025-04-11,CMP-8044,Remote Wellness Retreat,Business-focused background solution,Facebook,Engagement,Startup Founders,Udaipur,18-24,Female,Desktop,Carousel,88714,65235,1238,1.4,16.94,20971.72,66,24,4,0.32,480000,22.89,57.81,426,/executive-retreat,remote_wellness_retreat
2025-05-09,CMP-2192,Executive Burnout Recovery,Innovative dynamic application,LinkedIn,Lead Generation,Corporate Managers,Goa,35-44,Male,Mobile,Lead Form,29599,26493,400,1.35,109.17,43668.0,33,8,1,0.25,120000,2.75,88.0,915,/book-now,executive_burnout_recovery
2025-01-04,CMP-1940,Focus & Productivity Retreat,Implemented transitional support,LinkedIn,Traffic,C-Suite Leaders,Trivandrum,18-24,Female,Desktop,Image,86176,74567,2407,2.79,93.4,224813.8,363,63,32,1.33,2304000,10.25,63.49,211,/executive-detox-guide,focus_&_productivity_retreat
2025-06-06,CMP-1907,Silent Productivity Camp,Adaptive fault-tolerant middleware,LinkedIn,Traffic,Tech Employees,Vadodara,45-54,Female,Tablet,Carousel,24677,22050,547,2.22,33.88,18532.36,47,6,1,0.18,85000,4.59,67.01,719,/book-now,silent_productivity_camp
2025-08-21,CMP-3126,Executive Burnout Recovery,Ameliorated demand-driven protocol,LinkedIn,Conversions,Corporate Managers,Mysuru,45-54,Male,Tablet,Story Ad,62244,35938,1701,2.73,24.1,40994.1,182,53,17,1.0,2040000,49.76,46.93,681,/executive-detox-guide,executive_burnout_recovery
2025-03-12,CMP-8455,Mindful Weekend Escape,Upgradable national encoding,Instagram,Conversions,Corporate Executives,Hyderabad,45-54,Other,Mobile,Video,56741,38615,57,0.1,71.83,4094.31,0,0,0,0.0,0,0.0,74.14,311,/luxury-cabins,mindful_weekend_escape
2025-08-23,CMP-4882,Silent Productivity Camp,Synergistic context-sensitive function,LinkedIn,Traffic,Tech Employees,Bhubaneswar,45-54,Female,Desktop,Image,69963,40059,2206,3.15,25.4,56032.4,182,23,4,0.18,288000,5.14,54.57,919,/executive-retreat,silent_productivity_camp
2025-03-05,CMP-9547,Luxury Digital Detox,Vision-oriented full-range process improvement,Facebook,Traffic,High Income Professionals,Delhi,25-34,Female,Mobile,Story Ad,20290,14124,423,2.08,84.78,35861.94,41,24,9,2.13,585000,16.31,45.33,72,/executive-retreat,luxury_digital_detox
2025-08-27,CMP-9487,Luxury Nature Escape,Fundamental interactive attitude,Facebook,Website Visits,Business Owners,Nagpur,18-24,Female,Desktop,Video,10796,8064,88,0.82,84.28,7416.64,4,2,0,0.0,0,0.0,45.1,35,/luxury-cabins,luxury_nature_escape
2025-02-23,CMP-6337,Remote Wellness Retreat,Exclusive multimedia portal,Facebook,Website Visits,Startup Founders,Indore,18-24,Female,Tablet,Carousel,85674,71665,2051,2.39,19.08,39133.08,86,19,10,0.49,850000,21.72,53.24,590,/mental-reset-retreat,remote_wellness_retreat
2025-05-29,CMP-5230,Nature Reset Experience,Open-source bi-directional forecast,Facebook,Engagement,Millennial Travelers,Udaipur,25-34,Female,Desktop,Story Ad,162234,108845,1330,0.82,15.7,20881.0,80,16,6,0.45,570000,27.3,42.03,488,/executive-detox-guide,nature_reset_experience
2025-05-14,CMP-1613,Mindful Weekend Escape,Inverse client-driven solution,Instagram,Website Visits,Corporate Executives,Vadodara,25-34,Male,Tablet,Lead Form,64429,37403,693,1.08,99.02,68620.86,70,50,17,2.45,1224000,17.84,44.4,270,/executive-retreat,mindful_weekend_escape
2025-03-04,CMP-7109,Eco Adventure Cabins,Customizable methodical Graphical User Interface,Instagram,Traffic,Gen-Z Eco Travelers,Vizag,45-54,Male,Desktop,Image,51644,45957,1868,3.62,6.14,11469.52,1,0,0,0.0,0,0.0,59.23,243,/book-now,eco_adventure_cabins
2025-06-21,CMP-3006,Focus & Productivity Retreat,Diverse motivating encoding,LinkedIn,Website Visits,C-Suite Leaders,Nashik,45-54,Female,Tablet,Video,61551,40439,656,1.07,36.57,23989.92,82,12,5,0.76,360000,15.01,38.93,394,/burnout-recovery,focus_&_productivity_retreat
2025-04-12,CMP-4567,Luxury Digital Detox,Expanded object-oriented contingency,Facebook,Traffic,High Income Professionals,Nashik,35-44,Male,Desktop,Story Ad,81905,58837,1549,1.89,85.43,132331.07,175,76,16,1.03,1152000,8.71,33.95,892,/burnout-recovery,luxury_digital_detox
2025-08-06,CMP-7499,Nature Reset Experience,Realigned eco-centric challenge,Facebook,Website Visits,Millennial Travelers,Chandigarh,18-24,Female,Tablet,Image,60802,53281,1840,3.03,11.23,20663.2,109,27,4,0.22,480000,23.23,55.71,578,/luxury-cabins,nature_reset_experience
2025-04-26,CMP-9989,Remote Wellness Retreat,Re-contextualized cohesive paradigm,Facebook,Website Visits,Startup Founders,Gurugram,35-44,Other,Desktop,Video,137790,112565,2587,1.88,15.07,38986.09,146,31,17,0.66,1615000,41.43,46.59,721,/mental-reset-retreat,remote_wellness_retreat
2025-05-15,CMP-2381,Executive Burnout Recovery,Cloned mission-critical task-force,LinkedIn,Conversions,Corporate Managers,Chennai,45-54,Other,Mobile,Image,45704,41551,332,0.73,72.61,24106.52,32,10,3,0.9,216000,8.96,51.33,526,/executive-detox-guide,executive_burnout_recovery
2025-02-22,CMP-6229,Executive Burnout Recovery,Face-to-face systemic support,LinkedIn,Engagement,Corporate Managers,Chandigarh,45-54,Female,Tablet,Video,157271,134903,2554,1.62,72.99,186416.46,328,179,73,2.86,6935000,37.2,46.3,765,/executive-detox-guide,executive_burnout_recovery
2025-08-01,CMP-7099,Mindful Weekend Escape,Ameliorated disintermediate analyzer,Instagram,Lead Generation,Corporate Executives,Indore,25-34,Female,Mobile,Image,56280,46376,1242,2.21,42.22,52437.24,146,57,23,1.85,2760000,52.63,32.16,737,/burnout-recovery,mindful_weekend_escape
2025-02-27,CMP-3657,Mindful Weekend Escape,Optimized needs-based database,Instagram,Traffic,Corporate Executives,Delhi,45-54,Male,Mobile,Video,147182,88176,3634,2.47,65.97,239734.98,794,213,95,2.61,6840000,28.53,68.84,188,/executive-detox-guide,mindful_weekend_escape
2025-01-28,CMP-4742,Silent Productivity Camp,Object-based mission-critical adapter,LinkedIn,Engagement,Tech Employees,Bhubaneswar,25-34,Male,Tablet,Image,162039,118434,2042,1.26,31.07,63444.94,235,23,11,0.54,1320000,20.81,61.17,314,/luxury-cabins,silent_productivity_camp
2025-03-23,CMP-8620,Executive Burnout Recovery,Fundamental interactive circuit,LinkedIn,Engagement,Corporate Managers,Mangalore,45-54,Female,Mobile,Video,72286,49712,227,0.31,22.22,5043.94,147,7,1,0.44,85000,16.85,47.47,513,/book-now,executive_burnout_recovery
2025-03-13,CMP-7947,Luxury Digital Detox,Down-sized user-facing projection,Facebook,Lead Generation,High Income Professionals,Ahmedabad,35-44,Male,Mobile,Story Ad,126267,89808,2681,2.12,33.93,90966.33,258,126,52,1.94,4420000,48.59,42.36,292,/executive-retreat,luxury_digital_detox
2025-01-12,CMP-6007,Silent Productivity Camp,Distributed dynamic algorithm,LinkedIn,Engagement,Tech Employees,Coimbatore,18-24,Male,Desktop,Carousel,103711,71525,874,0.84,28.07,24533.18,51,7,3,0.34,360000,14.67,38.43,263,/luxury-cabins,silent_productivity_camp
2025-07-20,CMP-7946,Focus & Productivity Retreat,Advanced cohesive moratorium,LinkedIn,Engagement,C-Suite Leaders,Kolkata,18-24,Male,Tablet,Story Ad,18358,10563,506,2.76,42.98,21747.88,48,15,5,0.99,360000,16.55,56.33,428,/weekend-reset,focus_&_productivity_retreat
2025-07-24,CMP-5863,Remote Wellness Retreat,Up-sized value-added moderator,Facebook,Conversions,Startup Founders,Lucknow,45-54,Male,Desktop,Story Ad,149854,90758,2691,1.8,20.69,55676.79,270,67,30,1.11,2850000,51.19,48.9,384,/executive-retreat,remote_wellness_retreat
2025-06-15,CMP-7619,Eco Adventure Cabins,Balanced maximized customer loyalty,Instagram,Conversions,Gen-Z Eco Travelers,Chennai,45-54,Other,Desktop,Image,15180,11478,423,2.79,4.77,2017.71,0,0,0,0.0,0,0.0,62.46,975,/luxury-cabins,eco_adventure_cabins
2025-06-22,CMP-1227,Luxury Digital Detox,Stand-alone contextually-based architecture,Facebook,Conversions,High Income Professionals,Indore,18-24,Male,Desktop,Story Ad,6110,4425,109,1.78,85.77,9348.93,20,6,1,0.92,120000,12.84,56.11,746,/executive-retreat,luxury_digital_detox
2025-06-29,CMP-2093,Focus & Productivity Retreat,Reactive clear-thinking conglomeration,LinkedIn,Website Visits,C-Suite Leaders,Kolkata,35-44,Other,Tablet,Lead Form,175268,126764,4193,2.39,100.39,420935.27,224,72,32,0.76,2304000,5.47,62.23,463,/executive-detox-guide,focus_&_productivity_retreat
2025-01-05,CMP-6926,Executive Burnout Recovery,Exclusive zero tolerance initiative,LinkedIn,Lead Generation,Corporate Managers,Lucknow,18-24,Other,Desktop,Image,1113,645,21,1.89,50.94,1069.74,0,0,0,0.0,0,0.0,45.22,254,/mental-reset-retreat,executive_burnout_recovery
2025-01-26,CMP-4670,Focus & Productivity Retreat,Team-oriented explicit infrastructure,LinkedIn,Lead Generation,C-Suite Leaders,Nashik,18-24,Other,Desktop,Lead Form,127512,73316,2578,2.02,33.92,87445.76,164,120,60,2.33,5100000,58.32,68.49,966,/book-now,focus_&_productivity_retreat
2025-02-05,CMP-9524,Focus & Productivity Retreat,Customer-focused 5thgeneration workforce,LinkedIn,Lead Generation,C-Suite Leaders,Lucknow,18-24,Other,Tablet,Lead Form,112845,66715,2265,2.01,30.87,69920.55,431,130,63,2.78,5985000,85.6,62.62,506,/executive-detox-guide,focus_&_productivity_retreat
2025-07-22,CMP-5941,Remote Wellness Retreat,Triple-buffered methodical matrices,Facebook,Website Visits,Startup Founders,Hyderabad,45-54,Male,Mobile,Lead Form,97512,57568,3011,3.09,19.32,58172.52,181,39,16,0.53,1040000,17.88,41.29,925,/book-now,remote_wellness_retreat
2025-02-01,CMP-9590,Luxury Digital Detox,Adaptive optimizing core,Facebook,Conversions,High Income Professionals,Surat,25-34,Male,Mobile,Lead Form,64958,55310,537,0.83,78.12,41950.44,96,27,12,2.23,780000,18.59,67.21,122,/burnout-recovery,luxury_digital_detox
2025-07-14,CMP-9353,Mindful Weekend Escape,Grass-roots solution-oriented solution,Instagram,Engagement,Corporate Executives,Mumbai,25-34,Female,Desktop,Video,143278,101235,1320,0.92,55.74,73576.8,249,74,15,1.14,1080000,14.68,61.09,464,/executive-retreat,mindful_weekend_escape
2025-06-25,CMP-2081,Mindful Weekend Escape,Multi-layered background installation,Instagram,Engagement,Corporate Executives,Patna,35-44,Female,Desktop,Carousel,141970,101174,3187,2.24,86.31,275069.97,515,169,65,2.04,6175000,22.45,66.07,862,/weekend-reset,mindful_weekend_escape
2025-02-19,CMP-3982,Weekend Mental Reset,Down-sized 24hour concept,Instagram,Website Visits,Working Professionals,Pune,25-34,Other,Mobile,Image,177076,130427,2658,1.5,15.31,40693.98,156,34,12,0.45,780000,19.17,69.53,704,/burnout-recovery,weekend_mental_reset
2025-03-11,CMP-1346,Executive Burnout Recovery,Open-architected optimizing function,LinkedIn,Conversions,Corporate Managers,Coimbatore,18-24,Other,Tablet,Story Ad,6505,5546,99,1.52,81.55,8073.45,14,1,0,0.0,0,0.0,46.52,548,/book-now,executive_burnout_recovery
2025-06-05,CMP-7365,Remote Wellness Retreat,Future-proofed reciprocal groupware,Facebook,Conversions,Startup Founders,Ahmedabad,35-44,Male,Desktop,Image,99768,78551,2431,2.44,16.16,39284.96,102,18,2,0.08,130000,3.31,62.43,348,/executive-detox-guide,remote_wellness_retreat
2025-02-17,CMP-3985,Focus & Productivity Retreat,Intuitive asymmetric framework,LinkedIn,Conversions,C-Suite Leaders,Mysuru,25-34,Male,Desktop,Story Ad,161910,136329,2633,1.63,90.82,239129.06,361,82,22,0.84,2090000,8.74,58.33,829,/weekend-reset,focus_&_productivity_retreat
2025-04-21,CMP-5050,Luxury Digital Detox,Extended next generation algorithm,Facebook,Conversions,High Income Professionals,Mangalore,25-34,Male,Desktop,Image,168820,111785,1711,1.01,32.7,55949.7,124,71,31,1.81,2945000,52.64,36.89,401,/book-now,luxury_digital_detox
2025-01-25,CMP-4136,Mindful Weekend Escape,Inverse executive artificial intelligence,Instagram,Engagement,Corporate Executives,Nashik,25-34,Female,Tablet,Story Ad,58326,43861,303,0.52,43.15,13074.45,59,6,1,0.33,120000,9.18,52.59,330,/mental-reset-retreat,mindful_weekend_escape
2025-06-18,CMP-6382,Nature Reset Experience,Digitized 24hour strategy,Facebook,Traffic,Millennial Travelers,Goa,35-44,Female,Desktop,Image,107291,94783,1945,1.81,17.38,33804.1,36,16,7,0.36,455000,13.46,57.33,397,/executive-retreat,nature_reset_experience
2025-07-19,CMP-8483,Mindful Weekend Escape,Customer-focused value-added frame,Instagram,Website Visits,Corporate Executives,Chennai,25-34,Female,Tablet,Story Ad,82636,47498,2046,2.48,56.37,115333.02,233,142,75,3.67,5400000,46.82,30.41,837,/executive-retreat,mindful_weekend_escape
2025-02-08,CMP-5099,Nature Reset Experience,Optional didactic parallelism,Facebook,Traffic,Millennial Travelers,Mysuru,35-44,Male,Mobile,Video,41507,23150,1056,2.54,33.97,35872.32,40,18,8,0.76,520000,14.5,49.24,281,/executive-detox-guide,nature_reset_experience
2025-01-14,CMP-3564,Executive Burnout Recovery,Mandatory background migration,LinkedIn,Conversions,Corporate Managers,Udaipur,45-54,Male,Desktop,Video,146636,124321,4527,3.09,30.72,139069.44,467,117,46,1.02,4370000,31.42,66.84,812,/book-now,executive_burnout_recovery
2025-07-04,CMP-7794,Silent Productivity Camp,Advanced well-modulated framework,LinkedIn,Conversions,Tech Employees,Noida,45-54,Female,Mobile,Story Ad,5626,3953,193,3.43,29.84,5759.12,11,2,0,0.0,0,0.0,54.3,55,/executive-retreat,silent_productivity_camp
2025-05-03,CMP-9143,Mindful Weekend Escape,Sharable client-driven monitoring,Instagram,Conversions,Corporate Executives,Goa,35-44,Female,Desktop,Story Ad,161303,119097,1702,1.06,54.55,92844.1,63,50,18,1.06,1296000,13.96,60.74,203,/executive-detox-guide,mindful_weekend_escape
2025-08-11,CMP-2440,Remote Wellness Retreat,Expanded 5thgeneration archive,Facebook,Lead Generation,Startup Founders,Nashik,45-54,Female,Mobile,Story Ad,17379,11234,444,2.55,15.93,7072.92,14,4,0,0.0,0,0.0,54.48,205,/book-now,remote_wellness_retreat
2025-06-22,CMP-3788,Focus & Productivity Retreat,Grass-roots foreground workforce,LinkedIn,Conversions,C-Suite Leaders,Kolkata,35-44,Female,Desktop,Story Ad,106542,66637,787,0.74,100.02,78715.74,98,35,8,1.02,520000,6.61,55.99,360,/weekend-reset,focus_&_productivity_retreat
2025-03-12,CMP-3399,Remote Wellness Retreat,Multi-channeled intangible methodology,Facebook,Website Visits,Startup Founders,Coimbatore,18-24,Other,Mobile,Story Ad,130161,75526,3430,2.64,10.26,35191.8,352,85,23,0.67,2760000,78.43,58.29,737,/burnout-recovery,remote_wellness_retreat
2025-04-21,CMP-3261,Eco Adventure Cabins,Total optimal contingency,Instagram,Engagement,Gen-Z Eco Travelers,Mysuru,45-54,Female,Mobile,Image,134155,123400,6600,4.92,11.33,74778.0,14,1,0,0.0,0,0.0,42.18,907,/weekend-reset,eco_adventure_cabins
2025-06-04,CMP-6414,Nature Reset Experience,Organic background open architecture,Facebook,Lead Generation,Millennial Travelers,Goa,35-44,Male,Desktop,Story Ad,35051,24041,437,1.25,24.85,10859.45,25,6,2,0.46,144000,13.26,64.42,807,/book-now,nature_reset_experience
2025-05-26,CMP-9346,Weekend Mental Reset,Synchronized solution-oriented workforce,Instagram,Engagement,Working Professionals,Gurugram,18-24,Other,Mobile,Lead Form,74835,57660,1437,1.92,31.68,45524.16,102,35,14,0.97,1330000,29.22,56.66,527,/burnout-recovery,weekend_mental_reset
2025-08-17,CMP-7379,Silent Productivity Camp,Team-oriented systemic encryption,LinkedIn,Conversions,Tech Employees,Chandigarh,35-44,Female,Desktop,Story Ad,170588,124317,2741,1.61,33.17,90918.97,267,63,34,1.24,2210000,24.31,67.72,702,/mental-reset-retreat,silent_productivity_camp
2025-04-22,CMP-4675,Silent Productivity Camp,User-centric disintermediate methodology,LinkedIn,Conversions,Tech Employees,Delhi,25-34,Female,Desktop,Video,98517,63139,2757,2.8,26.87,74080.59,127,35,15,0.54,1800000,24.3,55.24,500,/burnout-recovery,silent_productivity_camp
2025-05-29,CMP-6589,Eco Adventure Cabins,Secured 5thgeneration extranet,Instagram,Engagement,Gen-Z Eco Travelers,Bengaluru,35-44,Male,Desktop,Video,116582,102058,5270,4.52,4.02,21185.4,21,7,3,0.06,360000,16.99,42.63,766,/book-now,eco_adventure_cabins
2025-01-27,CMP-7732,Remote Wellness Retreat,Function-based attitude-oriented knowledge user,Facebook,Lead Generation,Startup Founders,Bhubaneswar,18-24,Other,Mobile,Image,8936,6883,212,2.37,32.8,6953.6,25,4,1,0.47,72000,10.35,82.78,212,/mental-reset-retreat,remote_wellness_retreat
2025-05-22,CMP-7446,Mindful Weekend Escape,Distributed incremental capability,Instagram,Website Visits,Corporate Executives,Noida,25-34,Other,Mobile,Story Ad,88556,57661,1179,1.33,35.2,41500.8,124,39,4,0.34,260000,6.26,55.31,595,/book-now,mindful_weekend_escape
2025-03-08,CMP-5863,Luxury Digital Detox,De-engineered interactive task-force,Facebook,Website Visits,High Income Professionals,Hyderabad,25-34,Male,Tablet,Lead Form,62191,46986,973,1.56,59.2,57601.6,188,41,11,1.13,715000,12.41,44.95,420,/burnout-recovery,luxury_digital_detox
2025-06-05,CMP-8501,Executive Burnout Recovery,Managed demand-driven emulation,LinkedIn,Engagement,Corporate Managers,Jaipur,25-34,Male,Mobile,Lead Form,124202,76089,1315,1.06,24.33,31993.95,276,63,22,1.67,2090000,65.32,63.58,146,/mental-reset-retreat,executive_burnout_recovery
2025-08-18,CMP-8073,Focus & Productivity Retreat,Team-oriented leadingedge hub,LinkedIn,Engagement,C-Suite Leaders,Pune,25-34,Male,Desktop,Story Ad,68175,41021,857,1.26,80.98,69399.86,190,54,14,1.63,1680000,24.21,41.91,188,/weekend-reset,focus_&_productivity_retreat
2025-03-22,CMP-8097,Weekend Mental Reset,Ergonomic holistic methodology,Instagram,Website Visits,Working Professionals,Mangalore,35-44,Female,Desktop,Carousel,139004,86590,2622,1.89,10.01,26246.22,190,31,7,0.27,840000,32.0,66.02,652,/burnout-recovery,weekend_mental_reset
2025-03-08,CMP-7257,Focus & Productivity Retreat,Streamlined modular standardization,LinkedIn,Engagement,C-Suite Leaders,Patna,45-54,Male,Mobile,Story Ad,172338,133303,2547,1.48,59.94,152667.18,482,65,25,0.98,2375000,15.56,48.38,374,/book-now,focus_&_productivity_retreat
2025-02-03,CMP-7861,Mindful Weekend Escape,Implemented real-time artificial intelligence,Instagram,Conversions,Corporate Executives,Goa,35-44,Other,Desktop,Video,123968,106920,492,0.4,106.7,52496.4,0,0,0,0.0,0,0.0,55.16,632,/executive-detox-guide,mindful_weekend_escape
2025-03-10,CMP-9487,Silent Productivity Camp,Multi-tiered national emulation,LinkedIn,Engagement,Tech Employees,Hyderabad,45-54,Female,Desktop,Lead Form,153208,130734,769,0.5,21.43,16479.67,62,8,2,0.26,170000,10.32,31.64,553,/executive-detox-guide,silent_productivity_camp
2025-04-29,CMP-5141,Luxury Digital Detox,Multi-layered hybrid portal,Facebook,Lead Generation,High Income Professionals,Delhi,25-34,Other,Mobile,Video,5433,4588,68,1.25,69.58,4731.44,6,3,1,1.47,72000,15.22,74.93,408,/executive-retreat,luxury_digital_detox
2025-06-10,CMP-6625,Luxury Digital Detox,Decentralized background installation,Facebook,Website Visits,High Income Professionals,Mangalore,18-24,Other,Mobile,Lead Form,85534,50218,587,0.69,91.75,53857.25,43,19,3,0.51,285000,5.29,81.79,268,/weekend-reset,luxury_digital_detox
2025-01-25,CMP-5547,Nature Reset Experience,Devolved contextually-based Internet solution,Facebook,Lead Generation,Millennial Travelers,Nashik,45-54,Female,Desktop,Lead Form,86529,54867,977,1.13,30.08,29388.16,57,21,8,0.82,576000,19.6,64.27,917,/book-now,nature_reset_experience
2025-07-30,CMP-4317,Eco Adventure Cabins,Business-focused 24hour conglomeration,Instagram,Engagement,Gen-Z Eco Travelers,Goa,18-24,Other,Desktop,Lead Form,103405,75089,4164,4.03,10.38,43222.32,8,1,0,0.0,0,0.0,51.92,934,/burnout-recovery,eco_adventure_cabins
2025-02-22,CMP-5463,Eco Adventure Cabins,Cross-group systematic pricing structure,Instagram,Website Visits,Gen-Z Eco Travelers,Nashik,45-54,Female,Mobile,Lead Form,21491,18150,783,3.64,4.04,3163.32,2,0,0,0.0,0,0.0,60.64,972,/book-now,eco_adventure_cabins
2025-04-28,CMP-6630,Silent Productivity Camp,Implemented mission-critical system engine,LinkedIn,Traffic,Tech Employees,Vizag,25-34,Female,Desktop,Image,39541,33089,643,1.63,23.77,15284.11,42,8,1,0.16,95000,6.22,43.26,440,/executive-detox-guide,silent_productivity_camp
2025-06-07,CMP-5534,Eco Adventure Cabins,Face-to-face non-volatile pricing structure,Instagram,Conversions,Gen-Z Eco Travelers,Kochi,35-44,Male,Desktop,Image,59513,46920,1964,3.3,10.28,20189.92,3,1,0,0.0,0,0.0,72.17,802,/mental-reset-retreat,eco_adventure_cabins
2025-06-07,CMP-5550,Luxury Nature Escape,Cloned 4thgeneration portal,Facebook,Website Visits,Business Owners,Bhubaneswar,35-44,Other,Mobile,Image,147040,123772,2140,1.46,54.25,116095.0,195,133,67,3.13,4824000,41.55,62.88,454,/executive-retreat,luxury_nature_escape
